ip,requests_per_sec,ports,packet_size,protocol,label
-1.3783327813863977,1.5949463717522534,0.6526966675084099,0.7077941376997042,0.8746359297400982,DDoS
0.8379795705993154,-0.9095409965225139,-0.995592591193728,-1.3061287260378007,0.8746359297400982,Legit
0.5868726637967266,-0.25275599947099514,-0.2630195873261111,0.0967093637424138,-1.143332861133608,Bot
-1.3871724699138452,1.1122489642806552,1.2021264204091227,1.449066537413113,0.8746359297400982,DDoS
0.8379810089871722,-0.9253671410297793,-0.8124493402268238,-1.2317357970343046,-1.143332861133608,Legit
-1.388823615613139,-0.7255620666255522,-0.6293060892599195,-0.08395917812321989,0.8746359297400982,Bot
0.5868572689037527,1.3990978334748427,1.7515561733098353,1.2072895181517502,0.8746359297400982,DDoS
0.83799305539462,-0.8719539033177582,-1.1787358421606322,-1.5585333065853773,-1.143332861133608,Legit
-1.3798241192148122,1.8402516116148688,2.1178426752436437,0.5935478538729064,0.8746359297400982,DDoS
0.5868589362416726,-0.3833216916559356,-0.07987633635920688,-0.3177655264199223,-1.143332861133608,Bot
-1.3891118259476687,0.6532907735699554,0.4695534165415058,0.9017471311731051,0.8746359297400982,DDoS
0.8379848691579189,-0.8858017797616156,-0.6293060892599195,-0.7003577327236171,0.8746359297400982,Legit
0.5868566467410414,0.9262917663202854,1.0189831694422185,0.6068323054806736,0.8746359297400982,DDoS
-1.385145598263516,-0.5732354257431217,-0.44616283829301534,0.32520193139600934,-1.143332861133608,Bot
0.8379787892617985,-0.8581060268739009,-0.995592591193728,-0.8916538358754647,-1.143332861133608,Legit
-1.38916023107879,1.6622074859081317,1.9346994242767395,1.6270781889571932,0.8746359297400982,DDoS
0.5868644550284321,-0.5277352602847334,0.10326691460769734,-0.620651023077014,0.8746359297400982,Bot
0.8379805808868955,-0.9392150174736367,-1.1787358421606322,-1.502738609832755,-1.143332861133608,Legit
-1.3840621665894524,0.8056174144523859,0.8358399184753142,0.9947382924274754,0.8746359297400982,DDoS
0.5868730090388854,-0.17956008112489213,-0.8124493402268238,0.46336022811678806,-1.143332861133608,Bot
0.8379889495568215,-0.8897583158884319,-0.8124493402268238,-0.498434068285556,0.8746359297400982,Legit
-1.3893036911883374,1.990599984433891,2.300985926210548,1.3906149503389373,0.8746359297400982,DDoS
0.58685629205015,-0.42486532098750757,-0.2630195873261111,-0.14241076519739548,-1.143332861133608,Bot
0.8379792304449359,-0.9293236771565957,-1.1787358421606322,-1.130773964815274,-1.143332861133608,Legit
-1.3867236594685357,1.2269885119583304,0.2864101655746015,1.4198407438760252,0.8746359297400982,DDoS
0.5868750557797671,-0.6681922927867148,-0.6293060892599195,-0.4399824812113804,0.8746359297400982,Bot
0.8379789099148476,-0.8660190991275337,-0.995592591193728,-1.7551431903803314,-1.143332861133608,Legit
-1.3846195778618426,1.727490332000602,1.568412922342931,0.46336022811678806,-1.143332861133608,DDoS
0.586860360819843,-0.33584325813413907,-0.44616283829301534,0.035600886346684756,-1.143332861133608,Bot
0.8379973204072243,-0.9352584813468203,-0.6293060892599195,-0.7853782230133272,0.8746359297400982,Legit
-1.3861976390668624,1.4426197308698228,1.3852696713760269,1.2471428729750518,0.8746359297400982,DDoS
0.5868624315459695,-0.4683872183824877,-0.07987633635920688,0.3889672991132918,-1.143332861133608,Bot
0.8379802072985385,-0.9174540687761465,-0.995592591193728,-1.210480674461877,-1.143332861133608,Legit
-1.3883017206735555,0.5405294939556886,0.6526966675084099,0.8087559699187348,0.8746359297400982,DDoS
0.5868575669022476,-0.20725583401260678,0.10326691460769734,-0.5276598618226438,0.8746359297400982,Bot
0.8379803940927171,-0.8956931200786565,-1.1787358421606322,-1.29018738410848,-1.143332861133608,Legit
-1.3877715748097925,1.9688390357364012,2.1178426752436437,1.6323919696003002,0.8746359297400982,DDoS
0.586857753696426,-0.7453447472596342,-0.8124493402268238,0.5643220603358187,-1.143332861133608,Bot
0.8379824488286802,-0.8778887075079829,-0.8124493402268238,-1.6621520291259613,0.8746359297400982,Legit
-1.387249679870209,1.0232269014272868,1.2021264204091227,0.9203453634239791,0.8746359297400982,DDoS
0.5868585008731398,-0.38134342359252743,-0.2630195873261111,-0.37887400381565134,-1.143332861133608,Bot
0.8379815148577879,-0.9313019452200039,-0.995592591193728,-0.851800481052163,-1.143332861133608,Legit
-1.383484388210178,1.6384682691472336,1.7515561733098353,1.510175014808842,0.8746359297400982,DDoS
0.5868665330228144,-0.22901678271009687,-0.6293060892599195,-0.1716365587344833,0.8746359297400982,Bot
0.8379798337101816,-0.8561277588104927,-0.6293060892599195,-1.0590379261333311,-1.143332861133608,Legit
-1.3889215059382196,0.6691169180772208,0.4695534165415058,0.33317260236066965,-1.143332861133608,DDoS
0.5868685877587777,-0.6464313440892248,-0.44616283829301534,0.21095564756921156,-1.143332861133608,Bot
0.8379828224170373,-0.9036061923322892,-1.1787358421606322,-0.4692082747484682,0.8746359297400982,Legit
-1.3821786932684945,1.2883148219239842,0.8358399184753142,1.3321633632647618,0.8746359297400982,DDoS
0.586870642494741,-0.5534527451090399,-0.07987633635920688,-0.08395917812321989,0.8746359297400982,Bot
0.8379796469160031,-0.9233888729663712,-0.995592591193728,-1.5293075130482894,-1.143332861133608,Legit
-1.3888734983806996,1.8184906629173787,1.9346994242767395,1.095700124646506,0.8746359297400982,DDoS
0.5868726972307041,-0.1854948853151167,0.10326691460769734,0.5696358409789255,-1.143332861133608,Bot
0.8379794601218247,-0.8699756352543501,-0.8124493402268238,-0.7030146230451706,0.8746359297400982,Legit
-1.377157774048042,1.5514244743572732,1.3852696713760269,1.6563039824942811,0.8746359297400982,DDoS
0.5868747519666674,-0.31803884556346534,-0.2630195873261111,-0.23274503613021233,0.8746359297400982,Bot
0.8379792733276462,-0.879866975571391,-0.6293060892599195,-0.9394778616634265,-1.143332861133608,Legit
-1.388586390640601,1.4188805141089247,0.6526966675084099,1.156808602042235,0.8746359297400982,DDoS
0.5868769135459935,-0.5811484979967545,-0.8124493402268238,-0.5861114488968194,-1.143332861133608,Bot
0.8379790865334676,-0.911519264585922,-1.1787358421606322,-1.1759411002816824,0.8746359297400982,Legit
-1.388442930531054,0.6275732887456489,0.2864101655746015,0.7423337118798988,0.8746359297400982,DDoS
0.5868975677489887,-0.40508264035342567,-0.44616283829301534,-0.14241076519739548,0.8746359297400982,Bot
0.8379788997392892,-0.8541494907470846,-0.995592591193728,-1.678093371055282,-1.143332861133608,Legit
-1.3882994704215066,1.8600342922489508,2.1178426752436437,1.3613891568018497,0.8746359297400982,DDoS
0.5868586876673184,-0.33782152619754724,-0.07987633635920688,0.359741505576204,-1.143332861133608,Bot
0.837980767681074,-0.8976713881420647,-0.8124493402268238,-1.0298121325962433,0.8746359297400982,Legit
-1.3881560103119595,0.8926612092423463,1.0189831694422185,1.0372485375723304,0.8746359297400982,DDoS
0.5868607424032817,-0.6246703953917346,-0.6293060892599195,-0.40809979735273916,-1.143332861133608,Bot
0.8379809544752524,-0.8620625630007173,-0.6293060892599195,-1.3247269582886747,-1.143332861133608,Legit
-1.388012550202412,1.705729383303112,1.568412922342931,1.5394008083459298,0.8746359297400982,DDoS
0.5868609291974601,-0.492126435143386,-0.2630195873261111,0.18172985403212377,0.8746359297400982,Bot
0.8379811412694309,-0.9154758007127384,-1.1787358421606322,-0.9687036552005143,-1.143332861133608,Legit
-1.3878690900928647,1.1340099129781454,0.8358399184753142,0.8007852989540745,0.8746359297400982,DDoS
0.5868611159916386,-0.1854948853151167,0.10326691460769734,0.003718202488043519,-1.143332861133608,Bot
0.8379813280636094,-0.8838235116982074,-0.995592591193728,-0.644563035970995,0.8746359297400982,Legit
-1.3877256299833176,1.4643806795673129,1.3852696713760269,1.2737117761905863,0.8746359297400982,DDoS
0.586861302785817,-0.733475138879185,-0.8124493402268238,0.4181930926503796,-1.143332861133608,Bot
0.8379817016519664,-0.9273454090931875,-0.8124493402268238,-1.6196417839811061,-1.143332861133608,Legit
-1.3875821698737703,0.7818781976914877,0.4695534165415058,0.949571156961067,-1.143332861133608,DDoS
0.5868614895799955,-0.36156074295844554,-0.44616283829301534,-0.29119662320438794,0.8746359297400982,Bot
0.8379818884461449,-0.8600842949373091,-0.6293060892599195,-0.7641231004408996,-1.143332861133608,Legit
-1.3874387097642231,1.925317138341421,2.300985926210548,1.5978523954201054,0.8746359297400982,DDoS
0.586861676374174,-0.5811484979967545,-0.07987633635920688,0.12327826695794816,-1.143332861133608,Bot
0.8379820752403233,-0.9055844603956975,-1.1787358421606322,-1.412404338899938,0.8746359297400982,Legit
-1.3872952496546758,1.3535976680164543,1.2021264204091227,1.156808602042235,0.8746359297400982,DDoS
0.5868618631683525,-0.25077773140758697,-0.6293060892599195,-0.05473338458613208,0.8746359297400982,Bot
0.8379822620345018,-0.8759104394445746,-0.995592591193728,-1.1174895132075067,-1.143332861133608,Legit
-1.3871517895451286,1.7927731780930722,1.9346994242767395,1.4517234277346664,0.8746359297400982,DDoS
0.586862049962531,-0.5138873838408761,-0.2630195873261111,-0.498434068285556,-1.143332861133608,Bot
0.8379826356228588,-0.921410604902963,-0.8124493402268238,-0.9394778616634265,0.8746359297400982,Legit
-1.3870083294355813,0.5840513913506687,0.2864101655746015,0.7131079183428111,0.8746359297400982,DDoS
0.5868622367567095,-0.2942996288025671,0.10326691460769734,0.2694072346433872,0.8746359297400982,Bot
0.8379830092112157,-0.8679973671909419,-0.6293060892599195,-1.7657707516665453,-1.143332861133608,Legit
-1.3868648693260341,1.6167073204497435,1.7515561733098353,1.3613891568018497,0.8746359297400982,DDoS
